,url,title,time,content
878,https://crossfittheville.wordpress.com/2019/09/08/monday-september-9th/,"Monday, September 9th",2019-09-08T23:55:21Z,"<p><em>Deload Week</em></p>
<p>Single Arm DB OHS 3&#215;12/arm</p>
<p>Single Leg BLB on Ball 3&#215;12/leg</p>
<p>then,</p>
<p>5 Rounds for time of:</p>
<p>20-DB Snatch (10/arm, 50/35#)</p>
<p>15-Box Jump Overs (24/20&#8243;)</p>
<p>10-GHD Situps</p>
<p><strong>*This Friday from 3-? Bluegrass Bodyfat Testing will be set up to do body fat tests for just $30 ($25 for GG competitors)!  This is a $15-$20 savings off their normal prices so take advantage of this deal!  You will get wet so bring swimwear or workout clothes and a towel. <a href=""http://www.bluegrassbftest.com"">http://www.bluegrassbftest.com</a></strong></p>
<p><em><strong>*This Friday&#8217;s 6pm class will be cancelled so that we can set up for our Granite Games Throwdown.  Any help with setting up would be greatly appreciated!</strong></em></p>
<p><strong>*This Saturday is our Granite Games Fall Throwdown!  Come out and cheer on the teams competing and check out our Vendors!  First heat starts at 9:00am.</strong></p>"
879,https://crossfittheville.wordpress.com/2019/09/07/sunday-september-8th/,"Sunday, September 8th",2019-09-07T23:55:44Z,"<p><em>Deload Week</em></p>
<p>Skill Practice: Kipping (pullups, butterfly pullups, t2b, k2e)</p>
<p>then,</p>
<p>Buy In: 1 Lap Run</p>
<p>3 Rounds of:</p>
<p>10-CTB Pullups</p>
<p>10-Burpees</p>
<p>10-T2B</p>
<p>10-Burpees</p>
<p>10-Pullups</p>
<p>10-Burpees</p>
<p>10-K2E</p>
<p>10-Burpees</p>
<p>Cash Out: 1 Lap Run</p>
<p>For time.</p>
<p><strong><em>*Today is your last chance to get your team registered for the Granite Games Fall Throwdown here at The Ville on September 14th!  We’re going to take 1 more team so sign up today!</em></strong></p>
<p><strong><em>Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
880,https://crossfittheville.wordpress.com/2019/09/06/saturday-september-7th/,"Saturday, September 7th",2019-09-06T23:55:49Z,"<p><em>Last Day of Test Week</em></p>
<p>-Deadlifts to a 1RM</p>
<p>-Max Height Box Jump</p>
<p>-1 attempt, max HSPU&#8217;s <em>(scaled to max pushups)</em></p>
<p>-1 attempt, max Bar Muscle Ups</p>
<p>-1000M Ski Erg for time.</p>
<p>&nbsp;</p>
<p><strong><em>*Time is running out to get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  We’re going to take 1 more team so if you want in register soon or you’ll miss out.  Cut off is this Sunday.</em></strong></p>
<p><strong><em>Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
881,https://crossfittheville.wordpress.com/2019/09/05/friday-september-6th/,"Friday, September 6th",2019-09-05T23:55:21Z,"<p><em>Test Week</em></p>
<p>Make Up Day.</p>
<p><strong><em>Missed a Test Day?  Make it up today!  Tomorrow&#8217;s the last day of test week.</em></strong></p>
<p><strong><em>*Time is running out to get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  We’re going to take 1 more team so if you want in register soon or you’ll miss out.  Cut off is this Sunday.</em></strong></p>
<p><strong><em>Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
882,https://crossfittheville.wordpress.com/2019/09/04/thursday-september-5th/,"Thursday, September 5th",2019-09-04T23:55:39Z,"<p><em>Test Week</em></p>
<p>Power Clean to 1RM</p>
<p>Full Clean to 1RM</p>
<p>then,</p>
<p><strong>&#8220;Fran&#8221;</strong></p>
<p>21-15-9 reps each of:</p>
<p>Thrusters (95/65)</p>
<p>Pullups</p>
<p>for time.</p>
<p><strong><em>*Time is running out to get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  We&#8217;re going to take 1 more team so if you want in register soon or you’ll miss out.</em></strong></p>
<p><strong><em>Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
883,https://crossfittheville.wordpress.com/2019/09/03/wednesday-september-4th/,"Wednesday, September 4th",2019-09-03T23:58:02Z,"<p><em>Test Week</em></p>
<p>Bench Press to a 1RM</p>
<p>Pendlay Row to a 2RM (strict, plates touch the ground and the upper ribcage each rep)</p>
<p>Shoulder Press to a 1RM</p>
<p>then,</p>
<p>1 Mile Run for time.</p>
<p><em>*Run is from the end of our building (Spectrum S&amp;S side) to Floyd Street and back.</em></p>
<p><strong><em>*Time is running out to get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  We&#8217;re going to take 1 more team so if you want in register soon or you’ll miss out.</em></strong></p>
<p><strong><em>Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
884,https://crossfittheville.wordpress.com/2019/09/02/tuesday-september-3rd/,"Tuesday, September 3rd",2019-09-02T23:55:34Z,"<p><em>Test Week</em></p>
<p>Back Squat</p>
<p>Front Squat</p>
<p>Overhead Squat</p>
<p>all to 1RM&#8217;s</p>
<p>then, 5:00 of Sled Push (45/25) for distance (in 50ft increments on turf).</p>
<p><strong><em>*Time is running out to get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Register before September 8th or you&#8217;ll miss out.</em></strong></p>
<p><strong><em>Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
885,https://crossfittheville.wordpress.com/2019/09/02/monday-september-2nd/,"Monday, September 2nd",2019-09-02T03:33:10Z,"<p><em><strong>Today is our FREE Labor Day workout at 10:30am!  Partner wod so bring a friend or come alone and we&#8217;ll pair you up.  All other classes and open gym are cancelled for today.</strong></em></p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
886,https://crossfittheville.wordpress.com/2019/08/31/sunday-september-1st/,"Sunday, September 1st",2019-08-31T23:55:26Z,"<p><em>Test Week</em></p>
<p>Make Up Day.  Miss a test day?  Make it up today!</p>
<p><em><strong>*This Monday is our FREE Labor Day wod at 10:30am.  All other classes and open gym time is cancelled for the day.</strong></em></p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
887,https://crossfittheville.wordpress.com/2019/08/30/saturday-august-31st/,"Saturday, August 31st",2019-08-30T23:55:16Z,"<p><em>Test Week</em></p>
<p>Push Press to a 1RM</p>
<p>Jerk (Push or Split) to a 1RM</p>
<p>Max Strict Pullups, 1 attempt.</p>
<p>then,</p>
<p>1000M Row for time.</p>
<p><em><strong>*This Monday is our FREE Labor Day wod at 10:30am.  All other classes and open gym time is cancelled for the day.</strong></em></p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
888,https://crossfittheville.wordpress.com/2019/08/29/friday-august-30th/,"Friday, August 30th",2019-08-29T23:55:50Z,"<p><em><strong>Test Week starts today!</strong></em></p>
<p>Power Snatch to a 1RM</p>
<p>Full Snatch to a 1RM</p>
<p>then,</p>
<p>100 Calorie Assault Bike for time.</p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Time is running out!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
889,https://crossfittheville.wordpress.com/2019/08/28/thursday-august-30th-2/,"Thursday, August 29th",2019-08-28T23:55:52Z,"<p>Skill Practice: D Ball Cleans &amp; Double Unders</p>
<p><em>Death by: </em></p>
<p>Minute 1:</p>
<p>1-D Ball Clean Over Shoulders (80/40)</p>
<p>10-Double Unders</p>
<p>Minute 2:</p>
<p>2-D Ball Cleans</p>
<p>10-Double Unders</p>
<p>etc,</p>
<p>2:00 after finishing &#8220;death by&#8221; start 25:00 AMRAP of:</p>
<p>200M Run</p>
<p>10-CTB Pullups</p>
<p>15-KBS (53/35)</p>
<p>20-Air Squats</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p>&nbsp;</p>"
890,https://crossfittheville.wordpress.com/2019/08/28/wednesday-august-29th-2/,"Wednesday, August 28th",2019-08-28T15:00:59Z,"<p>Make Up Day.</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
891,https://crossfittheville.wordpress.com/2019/08/26/tuesday-august-28th-2/,"Tuesday, August 27th",2019-08-26T23:55:45Z,"<p>10:00 EMOM of:</p>
<p>1-Clean Grip Deadlift from floor to bottom of knees</p>
<p>:05 hold</p>
<p>1-Clean Grip Deadlift from bottom of knees to top</p>
<p>1-Clean Grip Deadlift</p>
<p><em>*using 90% of max clean</em></p>
<p>then,</p>
<p><strong>&#8220;Dianne&#8221;</strong></p>
<p>21-15-9 reps each:</p>
<p>Deadlifts (225/155)</p>
<p>HSPU&#8217;s</p>
<p>for time.</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
892,https://crossfittheville.wordpress.com/2019/08/25/monday-august-26th/,"Monday, August 26th",2019-08-25T23:58:53Z,"<p>20 Minutes to establish max complex weight of:</p>
<p>1-Power Clean</p>
<p>1-Hang Power Clean</p>
<p>1-High Hang Squat Clean</p>
<p>then,</p>
<p>5 Rounds for time of:</p>
<p>7-Front Squats (155/105, rx+=185/125)</p>
<p>14-K2E&#8217;s</p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
893,https://crossfittheville.wordpress.com/2019/08/24/sunday-august-25th/,"Sunday, August 25th",2019-08-24T23:50:29Z,"<p>D Ball Kneeling Throw 6&#215;1</p>
<p>D Ball Scoop Toss 6&#215;1</p>
<p>then,</p>
<p>Death by,</p>
<p>Minute 1</p>
<p>1-Shoulder Press (75/55)</p>
<p>2-Clapping Pushups</p>
<p>Minute 2</p>
<p>2-Shoulder Press</p>
<p>4-Clapping Pushups</p>
<p>etc</p>
<p>2:00 after finishing death by,</p>
<p>3 Rounds for time of:</p>
<p>1 Lap Run</p>
<p>20-Ring Rows</p>
<p>10-Single Arm S2OH, Right Arm (50/35)</p>
<p>10-Single Arm S2OH, Left Arm (50/35)</p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 7 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>"
894,https://crossfittheville.wordpress.com/2019/08/23/saturday-august-24th/,"Saturday, August 24th",2019-08-23T23:55:03Z,"<p><em>Make Up Day.</em></p>
<p><em><strong>*Our monthly FREE Partner Workout is today at 9:00 &amp; 10:00am so bring a friend!</strong></em></p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 10 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p>&nbsp;</p>"
895,https://crossfittheville.wordpress.com/2019/08/23/friday-august-23rd/,"Friday, August 23rd",2019-08-23T02:09:01Z,"<p>Warmup:</p>
<p>Banded Good Mornings 4&#215;10</p>
<p>SIngle Leg Bridge 4&#215;10/leg</p>
<p>then,</p>
<p>8:00 EMOM of:</p>
<p>1 Pistol/Leg</p>
<p>2 Jumping Step Ups/Leg (24/20)</p>
<p>4 Jumping Goblet Squats (53/35)</p>
<p>then,</p>
<p>Buy In: 10 Back Squats (225/155)</p>
<p>3 Rounds of,</p>
<p>15-Calorie Row</p>
<p>15-Burpees Over Rower</p>
<p>Cash Out: 10 Back Squats (225/155)</p>
<p>For time.</p>
<p><em><strong>*Our monthly FREE Partner Workout is this Saturday at 9:00 &amp; 10:00am so bring a friend!</strong></em></p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 10 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p>&nbsp;</p>"
896,https://crossfittheville.wordpress.com/2019/08/21/thursday-august-22nd/,"Thursday, August 22nd",2019-08-21T23:55:13Z,"<p><em>Warmup:</em></p>
<p>Band Pull Aparts 4&#215;10</p>
<p>Overhead Band Pull Aparts 4&#215;10</p>
<p>Lateral Band Walks 4&#215;10/side</p>
<p>then,</p>
<p>In 15:00, establish a max complex of:</p>
<p>1-Push Press</p>
<p>2-Push Jerk</p>
<p>3-Split Jerk</p>
<p>then,</p>
<p>For time:</p>
<p>500M Ski Erg</p>
<p>100 Double Unders</p>
<p>75 Situps</p>
<p>50 S2OH (75/55)</p>
<p>&nbsp;</p>
<p><em><strong>*Our monthly FREE Partner Workout is this Saturday at 9:00 &amp; 10:00am so bring a friend!</strong></em></p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 10 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up BY END OF DAY TODAY FOR A GG SHIRT at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
897,https://crossfittheville.wordpress.com/2019/08/20/wednesday-august-21st/,"Wednesday, August 21st",2019-08-20T23:55:29Z,"<p>High Hang Squat Snatch 5&#215;2@90%</p>
<p>then,</p>
<p>3 Rounds for time of:</p>
<p>20-OHS (95/65)</p>
<p>20-Pullups</p>
<p>*Bonus WOD*</p>
<p>8:00 AMRAP of:</p>
<p>50ft OH Walking Lunge (45/25)</p>
<p>10 Burpees onto Plate</p>
<p><em><strong>*Our monthly FREE Partner Workout is this Saturday at 9:00 &amp; 10:00am so bring a friend!</strong></em></p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Only 10 spots left!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up BY END OF DAY TODAY FOR A GG SHIRT at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
898,https://crossfittheville.wordpress.com/2019/08/20/tuesday-august-20th/,"Tuesday, August 20th",2019-08-20T00:17:52Z,"<p>Make up day.</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
899,https://crossfittheville.wordpress.com/2019/08/18/monday-august-19th/,"Monday, August 19th",2019-08-18T23:57:03Z,"<p>Skill Practice: Handstand Holds &amp; Rope Climbs</p>
<p>then,</p>
<p>Buy In: 50ft HS Walk (scale to 100ft bear crawl)</p>
<p>10 Rope Climbs to 15&#8242; (rx+ = legless)</p>
<p>20 Ball Slams (30/20#) (rx+ = 40/30#)</p>
<p>30 Ring Dips</p>
<p>40 Calorie Bike</p>
<p>50 Burpees</p>
<p>60 Walking Lunge Steps</p>
<p>*exercises &amp; reps can be partitioned however you&#8217;d like</p>
<p>Cash Out: 50ft HS Walk (scale to 100ft bear crawl)</p>
<p>for time.</p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
900,https://crossfittheville.wordpress.com/2019/08/17/sunday-august-18th/,"Sunday, August 18th",2019-08-17T23:57:14Z,"<p>Depth Jumps 10&#215;2</p>
<p>4&#8243; Deficit Snatch Grip Deadlifts 5&#215;2@100% Snatch Max</p>
<p>then,</p>
<p>4 Rounds for time of:</p>
<p>200M Run</p>
<p>15-SDHP&#8217;s (95/65)</p>
<p>15-T2B</p>
<p>15-Box Jumps (24/20&#8243;)</p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
901,https://crossfittheville.wordpress.com/2019/08/16/saturday-august-17th/,"Saturday, August 17th",2019-08-16T23:55:22Z,"<p>Full Clean 5&#215;2@90% 1RM</p>
<p>then,</p>
<p>50-Calorie Ski Erg</p>
<p>25-Clean &amp; Jerks (155/105)</p>
<p>50-Calorie Row</p>
<p>50-Wall Balls (20/14)</p>
<p>For time.</p>
<p><em><strong>*Today at 11:30am we will have our Granite Games Fall Throwdown clinic.  If you are registered for the Fall Throwdown (or plan on being registered soon) come with your team to go over the workouts, specific movements, and strategies on each of the workouts.  This clinic is free for members and only $10/person for anyone else who is registered to compete!</strong></em></p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
902,https://crossfittheville.wordpress.com/2019/08/15/friday-august-16th/,"Friday, August 16th",2019-08-15T23:55:40Z,"<p>Make Up Day.</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
903,https://crossfittheville.wordpress.com/2019/08/15/thursday-august-15th/,"Thursday, August 15th",2019-08-15T00:03:25Z,"<p>Shoulder Press 4&#215;2@90%</p>
<p>Legless Wall Balls 5&#215;2, max effort throws for height (20/14)</p>
<p>Straight Arm Pulldowns 5&#215;8</p>
<p>then,</p>
<p>20:00 AMRAP of:</p>
<p>10-DB Hang Clean &amp; Jerk (5/arm, 35/25&#8217;s)</p>
<p>12-Ring Rows</p>
<p>14-HSPU&#8217;s</p>
<p>16-Cal Bike</p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
904,https://crossfittheville.wordpress.com/2019/08/14/wednesday-august-14th/,"Wednesday, August 14th",2019-08-14T00:15:40Z,"<p>DB Jump Lunges 5&#215;2/Leg</p>
<p>DB Single Leg RDL 5&#215;2/Leg</p>
<p>then,</p>
<p>30-20-10 each:</p>
<p>Burpee Box Jump Overs (box facing, 24/20&#8243;)</p>
<p>Calorie Row</p>
<p>Back Squat (135/95)</p>
<p>For time.</p>
<p>&nbsp;</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
905,https://crossfittheville.wordpress.com/2019/08/12/tuesday-august-13th/,"Tuesday, August 13th",2019-08-12T23:48:10Z,"<p>Split Jerk 4&#215;4@80% 1RM</p>
<p>Bent Side Laterals 4&#215;10</p>
<p>then,</p>
<p><strong>&#8220;Death By&#8221;</strong></p>
<p>Minute 1: 1-S2OH (115/75), 2-Pullups</p>
<p>Minute 2: 2-S2OH, 4-Pullups</p>
<p>Minute 3: 3-S2OH, 6-Pullups, etc</p>
<p><em>*record last completed set.</em></p>
<p><em>Bonus WOD</em></p>
<p>3 Rounds for time of:</p>
<p>20-GHD Situps</p>
<p>20-KBS&#8217;s (53/35)</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
906,https://crossfittheville.wordpress.com/2019/08/11/monday-august-12th/,"Monday, August 12th",2019-08-11T23:54:42Z,"<p>Make Up Day.</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
907,https://crossfittheville.wordpress.com/2019/08/10/sunday-august-11th/,"Sunday, August 11th",2019-08-10T23:52:26Z,"<p>Full Snatch 4&#215;4@80% 1RM</p>
<p>then,</p>
<p>3 Rounds for time of:</p>
<p>15-Power Snatch (95/65)</p>
<p>30-Double Unders</p>
<p>15-OHS (95/65)</p>
<p>30-Double Unders</p>
<p><strong><em>*Get your team registered for the Granite Games Fall Throwdown here at The Ville September 14th!  Learn more about the Throwdown here:  <a href=""https://thegranitegames.com/about-throwdowns/"">https://thegranitegames.com/about-throwdowns/   </a></em></strong></p>
<p><em><strong>*We also need volunteers for the Granite Games.  Volunteers will receive a Granite Games Throwdown shirt, Quills coffee, Fuel Meal Prep Breakfast, Fit Aid, RX Bar, Good Wood Lunch and more!  It’ll be a fun filled day as a competitor OR a volunteer!  Sign up at: </strong></em><a href=""https://competitioncorner.net/events/2396#.XUoBHS2ZP1w""><em><strong>https://competitioncorner.net/events/2396#.XUoBHS2ZP1w</strong></em></a></p>"
